,meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,label
0,0.08304482066898686,0.027693783681433826,1784.165849538755,360.241675164258,20.526698693370026,8.760241661575213,2002.4490601176963,293.05760750319786,3805.8396058403423,949.4763954584874,-113.57065006014841,50.638003970025245,121.57179828375645,17.202145638851494,-19.168141830786567,15.348434464581063,42.36641931081864,12.292554389459685,-6.364662969610004,12.958966575482599,18.62349792464524,9.443561135935173,-13.704889705913923,8.225600439591823,15.343149555432882,8.302564946437705,-12.27410844121361,9.066653345041392,10.976570552258794,7.961552067683673,-8.326572193800242,7.859585838859579,8.803791231568432,7.158500304571137,-3.672299421905254,6.42007926746505,blues
0,0.05603980870552978,0.03804630719740175,1530.1766787460797,613.0661250213443,20.676128259217815,8.237203412065748,2039.0365160924302,462.43243343945426,3550.5220984084976,1725.6573785484359,-207.50168497354258,88.11671784202348,123.99125853319526,23.669810668144187,8.955128383921155,23.93346870852272,35.877646812151795,16.263645154775933,2.907320722029342,16.731196983412914,21.510467109337494,12.50908145924601,-8.56043652536767,14.172127340238763,23.370685838857977,11.939679548848662,-10.099660518310978,12.888309369135763,11.900496750354979,10.215606048843004,-5.555638114803581,10.255419435993979,5.376326519848111,9.80801782602156,-2.2317600111402816,8.056940892204446,blues
0,0.07629120746326373,0.031730570099435376,1552.8118647610042,395.5599112249817,22.197516533033788,8.725291822932219,1747.7023116676037,276.1416163073212,3042.2602323810906,885.4572043322688,-90.7225949891997,57.61115237645336,140.44630573672646,22.5558204473706,-29.093890216793355,20.292392831356374,31.684336333429865,12.003763626775479,-13.98450336918607,12.469714198037257,25.76474346356883,8.634141468551878,-13.664875046922871,10.343202499510552,11.639933080631735,10.32351050844287,-11.78364223397029,8.089990859733094,9.718760448227899,8.240683276459237,-13.133803328316953,7.601409437443373,5.791198929619147,8.029956944454675,-8.90762802454291,7.77078826028102,blues
0,0.03330886262567672,0.020561103742135052,1070.106614997128,429.36690885180496,21.426268151556844,7.961446211872616,1596.412872177024,407.97241912772046,2184.7457991951856,1221.9633219928148,-199.5441999686475,74.21264912724938,150.0909082667384,21.36598624286482,5.662679297795784,16.036245304945297,26.859079305106015,12.580433559488938,1.771400202915862,16.37175644042442,14.23402961585204,11.260289978098447,-4.8320058888190625,12.48647615180241,9.286494752028094,9.01519532726588,-0.7591858678157752,9.59760844671744,8.137605793702804,8.444766369754136,-3.200652415434923,10.499365658395668,6.079318742919623,6.946365783201418,-2.4801733348849706,7.536538035450955,blues
0,0.10146053871809745,0.04420548271538123,1835.0042655120715,586.003361145686,21.466338127703896,7.93638368446028,1748.1721158264984,297.3973924497334,3579.757626703886,1254.1841299748899,-160.33771108012152,72.07837534001236,126.21963120678241,29.219594487514875,-35.58780914730915,18.27000216293286,22.148070831507948,13.908850356737112,-32.478601678414535,18.33785272504142,10.852292927035052,11.611701116447557,-23.352330009854263,9.656971682581235,0.4984323649895545,11.165667656289786,-11.793435806615967,11.404971436191968,1.2072541818959477,9.983766372561814,-13.088416639982775,8.95846335058059,-2.8138681760703403,9.296807152520893,-6.933384363522426,9.463373908723177,blues
0,0.09404153373936582,0.07895058970522166,1831.993939606849,1015.1267751566124,22.54583103280072,8.176805971659192,1729.6532869429993,449.3445322168223,3481.5175917198376,1809.5413667976416,-177.7742346971013,85.48343341970424,118.20548523013416,56.5262140743723,-17.565878698296196,25.58073226495819,30.76239999286655,22.039658432227533,-21.747839043066435,20.818501699735645,11.920993447477107,16.321505430136643,-20.730993979938468,13.028497388399389,3.1865775491615143,11.56446532647799,-8.586038605307701,13.123619652387054,-0.9328524022726004,10.006301752296219,-11.772434061991524,8.749088018725152,-2.405832807002155,8.871742632205843,-9.343664748782704,8.960474135545029,blues
0,0.07305223740815932,0.04369405757996276,1459.3664716957649,661.7094513841728,23.429540221028684,7.036666863388606,1389.0091311849499,430.1432779265827,2795.610963330191,1273.35856114577,-190.0523731651732,98.26766913871954,130.2890830837734,43.963571899389386,-36.36953513430705,36.15920802516558,33.02903372178423,21.916936759332913,11.108782546151273,32.91881967764312,-0.6055834664083887,16.756435952604694,-20.871856586104137,12.339492045480199,0.2730248419269178,10.144749626077157,-6.486139518390141,11.443130823926351,-5.516767237506915,12.387520284608573,-7.839751157558166,9.3509806596893,-3.1285920056965457,8.014091084169394,-6.596197265633259,8.895278764604289,blues
0,0.061442246108855375,0.04299786357871877,1451.6670658428202,670.4984432900727,22.442509342348426,7.240403924513821,1577.2709414206245,410.13648801859426,2954.836759987674,1276.3737586113198,-179.34714912617545,81.07972581545924,136.46901325981793,38.461010953382434,-26.673134609040606,24.323486876181644,39.98424445126521,18.77622181400224,5.304418544036784,25.49964105407691,10.928610275809586,11.674936840533066,-20.56482721690263,12.797336494417415,8.511155695778841,12.300202842213874,-11.3572490886574,13.112710027744834,-3.468347023140097,13.348597782079047,-8.41993697101473,12.145280963932755,-6.949715895817189,9.149770659882474,-3.5391385848655954,9.660300279429293,blues
0,0.06402488761600927,0.027045919171916347,1719.3689480431453,404.0827210348926,22.380886050057644,9.44515696475851,2031.7403810025378,324.8733879422975,3782.316288428074,1123.7957949385088,-121.36393978375389,51.20737229282602,122.50668277611378,20.359417538076492,-14.738196486513926,18.4720643670818,46.131067582439826,13.914786721488355,-8.181879740271722,13.310297928525678,20.182963511589794,10.344929775416636,-19.173378988374445,7.593716308090711,23.039139806242826,8.778911239741799,-11.838224375787474,6.527215001654137,21.15999922750906,7.6594822680634875,-6.718366172387855,6.996106952698887,6.992542295554632,7.512049221569898,-12.730597884510779,7.873028866224562,blues
0,0.07917482356921887,0.03711682977865272,1817.15086312572,546.1100083520862,21.16195009433464,7.956337975250182,1973.7733063015248,337.7426721497266,3943.490565182715,1169.4606596745123,-213.24000203861286,78.31808152815253,115.16559725764499,28.253826634292125,-11.693429172894467,25.864294121198412,39.01427356313461,18.7272110804747,-20.341277837561673,23.06459594913596,13.077604467544164,16.697848701109365,-9.17351768159611,11.257271963932059,9.01144550554768,8.246949131198328,-14.100631782124099,10.491658274298876,4.265940073517507,9.625249211595241,-6.046165779866518,9.215952212892036,3.782205422855537,10.220061545818226,0.2218003539158752,8.737211636058376,blues
